Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Start Date,Start Year,Completion Date (B1),Completion Date,Duration,Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Cost Variance ($ M),Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID
020-000013015,412,20,Environmental Protection Agency,SEMS - Superfund Enterprise Management System,1673,,SEMS (DME),2011-01-10T00:00:00Z,2011,2013-09-30T00:00:00Z,2013,993,,,5.287114,0,0,-0.313997,-6.78,4.630506,4.944503,2012-08-28T00:00:00Z,1970-01-01T12:27:46Z,13015-C
020-999996060,414,20,Environmental Protection Agency,eRulemaking,1559,,System Enhancements,2011-01-10T00:00:00Z,2011,2012-09-30T00:00:00Z,2012,628,,,1.23,0,0,0.113395,9.22,1.23,1.116605,2012-07-31T00:00:00Z,1970-01-01T09:08:57Z,16060-B
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),866,1,Colorado Wide Area Multilateration (WAM Phase 2),2010-01-08T00:00:00Z,2010,2013-06-30T00:00:00Z,2013,1268,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,9.109222,0,0,0.442285,5.56,7.951419,7.509134,2012-08-23T00:00:00Z,1970-01-01T11:32:48Z,1
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),867,2,3 Nautical Mile Separation,2010-01-10T00:00:00Z,2010,2012-06-30T00:00:00Z,2012,901,2012-06-30T00:00:00Z,2012-09-30T00:00:00Z,3.489873,-92,-25.21,0.691047,19.8,3.489873,2.798826,2012-08-23T00:00:00Z,1970-01-01T11:32:48Z,2
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),868,3,Automation Upgrades,2010-01-10T00:00:00Z,2010,2013-01-31T00:00:00Z,2013,1117,2012-10-31T00:00:00Z,2012-10-31T00:00:00Z,80.567407,0,0,0.349091,0.48,72.441127,72.092036,2012-07-25T00:00:00Z,1970-01-01T14:43:58Z,3
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),869,4,Air Traffic Control (ATC) Surface Advisory Services,2010-01-10T00:00:00Z,2010,2014-09-30T00:00:00Z,2014,1723,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,142.149761,0,0,8.151432,29.17,27.942732,19.7913,2012-07-25T00:00:00Z,1970-01-01T14:43:58Z,4
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),870,5,Ground Based Interval Management (GIM),2010-01-10T00:00:00Z,2010,2014-09-30T00:00:00Z,2014,1723,2012-10-31T00:00:00Z,2012-10-31T00:00:00Z,104.430457,0,0,0.287068,1.62,17.707637,17.420569,2012-05-25T00:00:00Z,1970-01-01T10:20:20Z,5
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),871,6,En Route ATC Separation Services,2011-01-10T00:00:00Z,2011,2013-09-30T00:00:00Z,2013,993,,,5.939655,0,0,0,0,5.939655,5.939655,2011-12-21T00:00:00Z,1970-01-01T11:53:18Z,6
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),872,7,Terminal ATC Separation Services,2010-01-10T00:00:00Z,2010,2014-09-30T00:00:00Z,2014,1723,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,23.028607,0,0,3.139238,14.5,21.649915,18.510677,2012-07-25T00:00:00Z,1970-01-01T14:43:58Z,7
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),873,8,In Trail Procedures,2010-01-10T00:00:00Z,2010,2013-08-31T00:00:00Z,2013,1328,2012-08-31T00:00:00Z,2012-08-31T00:00:00Z,13.947928,0,0,0.05735,0.56,10.200066,10.142716,2012-07-25T00:00:00Z,1970-01-01T14:43:58Z,8
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),874,9,Flight Deck Based Interval Management - Separation (FIM-S),2010-01-10T00:00:00Z,2010,2013-09-30T00:00:00Z,2013,1358,2012-07-30T00:00:00Z,2012-05-29T00:00:00Z,3.432272,62,12.76,0.203464,10.65,1.909765,1.706301,2012-08-23T00:00:00Z,1970-01-01T11:32:48Z,9
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),875,10,Traffic Situational Awareness with Alerts (TSAA),2010-01-10T00:00:00Z,2010,2013-09-30T00:00:00Z,2013,1358,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,6.775212,0,0,0.160162,3.81,4.205439,4.045277,2012-03-27T00:00:00Z,1970-01-01T13:36:27Z,10
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),876,11,Avionics Upgrades,2010-01-10T00:00:00Z,2010,2013-01-31T00:00:00Z,2013,1117,2012-04-30T00:00:00Z,2012-11-05T00:00:00Z,11.04198,-11,-1.91,0.846693,9.71,8.718683,7.87199,2012-06-26T00:00:00Z,1970-01-01T13:27:30Z,11
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),877,12,Service Volumes ISAT,2010-01-10T00:00:00Z,2010,2013-12-31T00:00:00Z,2013,1451,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,182.852142,0,0,5.526589,5,110.494959,104.96837,2012-07-25T00:00:00Z,1970-01-01T14:43:58Z,12
021-142305975,3,21,Department of Transportation,FAAXX704: Automatic Dependent Surveillance-Broadcast (ADS-B),878,13,Subscription Fees,2010-01-10T00:00:00Z,2010,2014-09-30T00:00:00Z,2014,1723,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,590.038743,0,0,9.553442,3.95,241.680509,232.127067,2011-12-21T00:00:00Z,1970-01-01T11:53:18Z,13
021-432721618,338,21,Department of Transportation,FAAXX013: Aviation Surface Weather Observation Network (ASWON),416,1,Ceilometer Solution Development and Production,2005-01-15T00:00:00Z,2005,2012-09-30T00:00:00Z,2012,2814,2011-09-30T00:00:00Z,2011-06-22T00:00:00Z,20.97,100,54.95,1.05245,54.7,1.92395,0.8715,2012-02-24T00:00:00Z,1970-01-01T13:55:21Z,1
021-432721618,338,21,Department of Transportation,FAAXX013: Aviation Surface Weather Observation Network (ASWON),417,2,Ceilometer Solution Implementation,2009-01-02T00:00:00Z,2009,2012-09-30T00:00:00Z,2012,1366,2012-09-30T00:00:00Z,2012-05-18T00:00:00Z,0.6,135,29.54,0,0,0.42,0.42,2012-07-25T00:00:00Z,1970-01-01T14:33:03Z,2
021-432721618,338,21,Department of Transportation,FAAXX013: Aviation Surface Weather Observation Network (ASWON),2926,3,Sustainability Analysis,2010-01-10T00:00:00Z,2010,2012-09-30T00:00:00Z,2012,993,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,3.45,0,0,0,0,1.75,1.75,2012-08-23T00:00:00Z,1970-01-01T11:23:49Z,3
021-318879955,356,21,Department of Transportation,FAAXX032: Terminal Automation Replacement System (STARS),678,1,STARS Software Release 25A,2011-02-15T00:00:00Z,2011,2012-03-26T00:00:00Z,2012,404,2012-03-26T00:00:00Z,2012-04-24T00:00:00Z,5.921,-29,-7.16,0,0,5.921,5.921,2012-08-23T00:00:00Z,1970-01-01T11:26:23Z,1
021-318879955,356,21,Department of Transportation,FAAXX032: Terminal Automation Replacement System (STARS),679,2,STARS Software Release 25B,2011-01-11T00:00:00Z,2011,2012-05-29T00:00:00Z,2012,503,2012-05-29T00:00:00Z,2012-08-31T00:00:00Z,2.759,-94,-44.76,0,0,2.759,2.759,2012-07-25T00:00:00Z,1970-01-01T14:33:03Z,2
021-318879955,356,21,Department of Transportation,FAAXX032: Terminal Automation Replacement System (STARS),682,5,STARS Tech Refresh - Air Traffic Controller's Main Display Monitor (MDM) Replacements,2011-01-07T00:00:00Z,2011,2012-09-30T00:00:00Z,2012,631,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,46.32,0,0,0,0,46.32,46.32,2012-08-23T00:00:00Z,1970-01-01T11:26:23Z,5
021-002703942,357,21,Department of Transportation,FAAXX084: Instrument Flight Procedure Automation (IFPA),418,A,"IPDS Module 2, Release 1",2011-01-03T00:00:00Z,2011,2011-09-30T00:00:00Z,2011,269,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,1.027,0,0,-0.101,-9.83,1.027,1.128,2011-11-23T00:00:00Z,1970-01-01T10:51:37Z,A
021-002703942,357,21,Department of Transportation,FAAXX084: Instrument Flight Procedure Automation (IFPA),419,B,"IPDS Module 2, Release 2",2011-01-06T00:00:00Z,2011,2011-11-30T00:00:00Z,2011,328,2011-11-30T00:00:00Z,2011-05-12T00:00:00Z,3.353,-5,-2.75,0.092,2.74,3.353,3.261,2012-03-27T00:00:00Z,1970-01-01T13:34:12Z,B
021-002703942,357,21,Department of Transportation,FAAXX084: Instrument Flight Procedure Automation (IFPA),420,C,COTS Workflow Software Phase 1 Tech Refresh,2011-01-06T00:00:00Z,2011,2014-09-30T00:00:00Z,2014,1362,2012-06-30T00:00:00Z,2012-06-29T00:00:00Z,5.31,1,0.25,0.108022,44.64,0.242,0.133978,2012-08-23T00:00:00Z,1970-01-01T11:26:23Z,C
021-002703942,357,21,Department of Transportation,FAAXX084: Instrument Flight Procedure Automation (IFPA),3245,D,AeroNav Products Workflow System (APWS),2012-01-05T00:00:00Z,2012,2013-06-30T00:00:00Z,2013,541,,,0.25,0,0,0,0,0.178478,0.178478,2012-07-30T00:00:00Z,1970-01-01T10:06:34Z,D
021-211295869,358,21,Department of Transportation,FAAXX155: Next Generation Air/Ground Communications  (NEXCOM) Segment 1a,421,1,NEXCOM Segment 1a FY11 Q4 Activities,2011-01-07T00:00:00Z,2011,2011-09-30T00:00:00Z,2011,265,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,8,0,0,0.5,6.25,8,7.5,2012-06-26T00:00:00Z,1970-01-01T13:22:38Z,1
021-211295869,358,21,Department of Transportation,FAAXX155: Next Generation Air/Ground Communications  (NEXCOM) Segment 1a,422,2,NEXCOM Segment 1a FY12 Activities,2011-01-10T00:00:00Z,2011,2012-09-30T00:00:00Z,2012,628,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,28.088267,0,0,2.16297,7.7,28.088266,25.925296,2012-06-26T00:00:00Z,1970-01-01T13:22:38Z,2
021-147277724,359,21,Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,433,A,A - Ground to Ground Switch Programming Language for Microcomputers to C Conversion (G/G PLM2C),2007-04-15T00:00:00Z,2007,2012-09-30T00:00:00Z,2012,1995,2012-09-30T00:00:00Z,2012-07-06T00:00:00Z,4.276,115,31.51,8.39E-4,0.87,0.096,0.095161,2012-08-23T00:00:00Z,1970-01-01T11:27:31Z,A
021-147277724,359,21,Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,434,B,B - VSCS Console Equipment Programming Language for Microcomputers to C Conversion (VCE PLM2C),2008-01-04T00:00:00Z,2008,2014-09-30T00:00:00Z,2014,2460,2013-02-27T00:00:00Z,2013-02-27T00:00:00Z,6,0,0,-0.018162,-1.18,1.539,1.557162,2012-08-23T00:00:00Z,1970-01-01T11:27:31Z,B
021-147277724,359,21,Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,435,C,C - Power Supply Refurbishment (PSR),2010-09-29T00:00:00Z,2010,2014-12-31T00:00:00Z,2014,1554,,,6.54,-127,-19.27,0.0020,0.04,4.685,4.683,2012-08-23T00:00:00Z,1970-01-01T11:27:31Z,C
021-147277724,359,21,Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,436,D,D - VTABS Test Controller Replacement (VTC-R),2010-05-26T00:00:00Z,2010,2013-03-20T00:00:00Z,2013,1029,2013-03-20T00:00:00Z,2012-09-18T00:00:00Z,2.387,183,26.91,0.1175,4.92,2.387,2.2695,2012-08-23T00:00:00Z,1970-01-01T11:27:31Z,D
021-147277724,359,21,Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,437,E,E - VSCS Control Subsystem (VCSU) Commercial Off the Shelf (COTS) Upgrade (VCSU/COTS-U),2010-09-21T00:00:00Z,2010,2013-12-31T00:00:00Z,2013,1197,,,2.171,0,0,-0.041375,-3.25,1.274,1.315375,2012-08-23T00:00:00Z,1970-01-01T11:27:31Z,E
021-147277724,359,21,Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,438,F,F - Phase II Tech Refresh Program Management and F&E Maintenance Activities,2006-01-10T00:00:00Z,2006,2012-09-30T00:00:00Z,2012,2454,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,53.709,0,0,0,0,10.96,10.96,2012-05-31T00:00:00Z,1970-01-01T13:03:33Z,F
021-147277724,359,21,Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,439,G,G - Planning For Future Segments,2011-01-10T00:00:00Z,2011,2014-09-30T00:00:00Z,2014,1358,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,1,0,0,-0.025,-10,0.25,0.275,2012-08-23T00:00:00Z,1970-01-01T11:27:31Z,G
021-147277724,359,21,Department of Transportation,FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh,440,H,H - Enhanced Technician Diagnostic Software ,2010-03-15T00:00:00Z,2010,2011-09-22T00:00:00Z,2011,555,2011-07-31T00:00:00Z,2011-09-29T00:00:00Z,3.674,-60,-39.47,-0.012,-4.18,0.287,0.299,2011-12-21T00:00:00Z,1970-01-01T11:48:33Z,H
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),1194,1,Surveys and Approach Procedures (FY11) - APB MILESTONE,2010-01-10T00:00:00Z,2010,2011-09-30T00:00:00Z,2011,627,2011-09-30T00:00:00Z,2011-08-25T00:00:00Z,10.233,36,9.89,0,0,10.233,10.233,2012-05-31T00:00:00Z,1970-01-01T12:21:55Z,1
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),1195,2,Release 2 (Communications Architecture Upgrade and GEO Integration),2009-01-03T00:00:00Z,2009,2011-09-30T00:00:00Z,2011,999,2011-09-30T00:00:00Z,2011-09-14T00:00:00Z,7,16,6.64,-0.12,-2.74,4.38,4.5,2012-05-31T00:00:00Z,1970-01-01T12:21:55Z,2
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),1196,3,Release 3 Development and Deployment (Iono-Robustness) - APB MILESTONE,2011-01-04T00:00:00Z,2011,2012-09-30T00:00:00Z,2012,634,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,20.08,0,0,0.67,3.34,20.08,19.41,2012-08-23T00:00:00Z,1970-01-01T11:27:32Z,3
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),1197,4,GEO 5/6/7 Development - APB MILESTONE,2010-01-04T00:00:00Z,2010,2013-09-30T00:00:00Z,2013,1364,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,19.11,0,0,0,0,2.52,2.52,2012-05-31T00:00:00Z,1970-01-01T12:21:55Z,4
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),1198,5,Surveys and Approach Procedures (FY12) - APB MILESTONE,2011-01-10T00:00:00Z,2011,2012-09-30T00:00:00Z,2012,628,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,9.68,0,0,0,0,9.68,9.68,2012-07-25T00:00:00Z,1970-01-01T14:37:34Z,5
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),1199,6,Safety Computer Development,2010-01-11T00:00:00Z,2010,2013-12-31T00:00:00Z,2013,1450,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2.16,0,0,0,0,1.01,1.01,2012-07-25T00:00:00Z,1970-01-01T14:37:34Z,6
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),1200,7,G-III Receiver Acceptance and Delivery - APB MILESTONE,2009-01-03T00:00:00Z,2009,2013-06-30T00:00:00Z,2013,1638,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,10.66,0,0,-2.84,-36.36,7.81,10.65,2012-05-31T00:00:00Z,1970-01-01T12:21:55Z,7
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),1201,8,Release 4 WAAS Support - APB MILESTONE,2010-01-10T00:00:00Z,2010,2013-09-30T00:00:00Z,2013,1358,2013-01-03T00:00:00Z,2013-01-03T00:00:00Z,21.31,0,0,0,0,16.3,16.3,2012-06-26T00:00:00Z,1970-01-01T13:22:39Z,8
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),1202,9,Dual-Frequency Development,2010-01-10T00:00:00Z,2010,2013-09-30T00:00:00Z,2013,1358,2012-09-30T00:00:00Z,2012-10-31T00:00:00Z,1.603,-31,-4.25,0,0,0.81,0.81,2012-08-23T00:00:00Z,1970-01-01T11:27:32Z,9
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),1203,10,Communications,2011-01-07T00:00:00Z,2011,2013-01-31T00:00:00Z,2013,755,2013-01-31T00:00:00Z,2013-02-28T00:00:00Z,1.07,-28,-4.83,0,0,1.07,1.07,2012-08-23T00:00:00Z,1970-01-01T11:27:32Z,10
021-089571105,361,21,Department of Transportation,FAAXX169: Wide Area Augmentation System (WAAS),1204,11,Technology Evolution,2011-01-07T00:00:00Z,2011,2012-09-30T00:00:00Z,2012,631,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,1.33,0,0,0,0,1.33,1.33,2011-10-25T00:00:00Z,1970-01-01T12:03:12Z,11
021-448268496,362,21,Department of Transportation,FAAXX216: Weather and Radar Processor (WARP),857,1,Sustainment Activities-Segment 1 and 2,2011-01-03T00:00:00Z,2011,2012-09-30T00:00:00Z,2012,635,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,18.214,0,0,0.001555,0.01,18.214,18.212445,2012-08-23T00:00:00Z,1970-01-01T11:27:32Z,1
021-448268496,362,21,Department of Transportation,FAAXX216: Weather and Radar Processor (WARP),858,2,Security Requirements,2011-12-15T00:00:00Z,2011,2012-09-30T00:00:00Z,2012,289,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0.115,0,0,0,0,0.115,0.115,2012-04-27T00:00:00Z,1970-01-01T14:07:52Z,2
021-448268496,362,21,Department of Transportation,FAAXX216: Weather and Radar Processor (WARP),859,3,Telecommunication Requirements,2011-12-15T00:00:00Z,2011,2012-09-30T00:00:00Z,2012,289,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0.65,0,0,0,0,0.65,0.65,2012-04-27T00:00:00Z,1970-01-01T14:07:52Z,3
021-006227212,363,21,Department of Transportation,FAAXX036: Terminal Primary Surveillance (TPS),683,1,Airport Surveillance Radar-9 (ASR-9) Service Life Extension Program (SLEP) Phase 2,2010-01-10T00:00:00Z,2010,2016-09-30T00:00:00Z,2016,2454,,,32.4,0,0,2,25,8,6,2012-07-25T00:00:00Z,1970-01-01T14:33:04Z,1
021-006227212,363,21,Department of Transportation,FAAXX036: Terminal Primary Surveillance (TPS),684,2,Airport Surveillance Radar-11 Technology Refreshment,2008-01-10T00:00:00Z,2008,2015-06-30T00:00:00Z,2015,2727,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,20.9,0,0,0,0,3.875,3.875,2012-07-25T00:00:00Z,1970-01-01T14:33:04Z,2
021-006227212,363,21,Department of Transportation,FAAXX036: Terminal Primary Surveillance (TPS),685,3,Mobile Airport Surveillance Radar (MASR),2011-03-29T00:00:00Z,2011,2015-09-30T00:00:00Z,2015,1646,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,13.4,0,0,0,0,0.5,0.5,2012-07-25T00:00:00Z,1970-01-01T14:33:04Z,3
021-006227212,363,21,Department of Transportation,FAAXX036: Terminal Primary Surveillance (TPS),686,4,Airport Surveillance Radar (ASR-8) Facility Upgrades,2011-01-03T00:00:00Z,2011,2013-09-30T00:00:00Z,2013,1000,,,5.6,-61,-12.5,0,0,0.495,0.495,2012-02-24T00:00:00Z,1970-01-01T13:55:28Z,4
021-860081937,364,21,Department of Transportation,FAAXX248: Airport Surface Detection Equipment - Model X (ASDE-X),430,1,Memphis Airport (MEM) ASDE-X,2007-01-05T00:00:00Z,2007,2011-07-21T00:00:00Z,2011,1657,2011-05-18T00:00:00Z,2011-07-21T00:00:00Z,13.2,-64,-6400,0,0,0.105,0.105,2011-09-21T00:00:00Z,1970-01-01T09:28:47Z,1
021-860081937,364,21,Department of Transportation,FAAXX248: Airport Surface Detection Equipment - Model X (ASDE-X),431,2,ASDE-X Acquisition Closeout,2011-01-07T00:00:00Z,2011,2012-09-30T00:00:00Z,2012,631,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,1.353684,0,0,0,0,1.353684,1.353684,2012-04-27T00:00:00Z,1970-01-01T14:07:52Z,2
021-860081937,364,21,Department of Transportation,FAAXX248: Airport Surface Detection Equipment - Model X (ASDE-X),432,3,ASDE-X Technical Refresh,2011-01-10T00:00:00Z,2011,2016-09-30T00:00:00Z,2016,2089,,,44.6,0,0,0,0,2.37,2.37,2012-04-27T00:00:00Z,1970-01-01T14:07:52Z,3
021-541543830,365,21,Department of Transportation,FAAXX294: ATC Beacon Interrogator Replacement (ATCBI-6),1085,1,Operational Readiness Demonstration (ORD) at 3 remaining ATCBI-6 sites and remaining development / modernization / enhancement (DME) activities,2011-01-07T00:00:00Z,2011,2011-12-31T00:00:00Z,2011,358,2011-09-30T00:00:00Z,2011-11-27T00:00:00Z,0.45,-58,-63.74,0,0,0.45,0.45,2012-01-25T00:00:00Z,1970-01-01T14:42:40Z,1
021-541543830,365,21,Department of Transportation,FAAXX294: ATC Beacon Interrogator Replacement (ATCBI-6),1086,2,Operational Readiness Demonstration (ORD) at one remaining ATCBI-6 site,2012-03-30T00:00:00Z,2012,2012-09-30T00:00:00Z,2012,184,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0.5,0,0,0,0,0.5,0.5,2012-04-27T00:00:00Z,1970-01-01T14:07:53Z,2
021-514765477,368,21,Department of Transportation,FAAXX504: En Route Automation Modernization (ERAM),441,1,En Route Automation Modernization (ERAM),2002-10-12T00:00:00Z,2002,2014-09-30T00:00:00Z,2014,4371,2012-09-30T00:00:00Z,2012-12-31T00:00:00Z,2622.4,-92,-20.13,-33.94696,-17.09,198.60104,232.548,2012-08-23T00:00:00Z,1970-01-01T13:48:10Z,1
021-161006572,370,21,Department of Transportation,FAAXX600: Oceanic Automation System: Advanced Technologies and Oceanic Procedures (ATOP),444,19,T19 Software Release,2010-01-07T00:00:00Z,2010,2012-04-30T00:00:00Z,2012,843,2012-04-30T00:00:00Z,2012-04-30T00:00:00Z,7.416827,0,0,-0.113099,-1.93,5.860488,5.973587,2012-07-25T00:00:00Z,1970-01-01T14:38:47Z,19
021-161006572,370,21,Department of Transportation,FAAXX600: Oceanic Automation System: Advanced Technologies and Oceanic Procedures (ATOP),445,20,T20 Software Release,2010-01-11T00:00:00Z,2010,2012-09-30T00:00:00Z,2012,992,2012-09-30T00:00:00Z,2012-10-15T00:00:00Z,7.148947,-15,-2.15,-0.472495,-6.61,7.148947,7.621442,2012-08-23T00:00:00Z,1970-01-01T11:31:56Z,20
021-161006572,370,21,Department of Transportation,FAAXX600: Oceanic Automation System: Advanced Technologies and Oceanic Procedures (ATOP),446,21,T21 Software Release,2011-01-08T00:00:00Z,2011,2013-03-31T00:00:00Z,2013,813,2012-10-31T00:00:00Z,2012-11-30T00:00:00Z,6.853979,-30,-6.56,0,0,4.40426,4.40426,2012-08-23T00:00:00Z,1970-01-01T11:31:56Z,21
021-161006572,370,21,Department of Transportation,FAAXX600: Oceanic Automation System: Advanced Technologies and Oceanic Procedures (ATOP),447,22,T22 Software Release,2012-01-01T00:00:00Z,2012,2013-08-31T00:00:00Z,2013,607,2012-09-30T00:00:00Z,2012-10-30T00:00:00Z,5.504064,-30,-10.99,0,0,2.293971,2.293971,2012-08-23T00:00:00Z,1970-01-01T11:31:56Z,22
021-161006572,370,21,Department of Transportation,FAAXX600: Oceanic Automation System: Advanced Technologies and Oceanic Procedures (ATOP),448,23,T23 Software Release,2012-01-06T00:00:00Z,2012,2014-01-31T00:00:00Z,2014,756,2013-02-28T00:00:00Z,2013-03-31T00:00:00Z,5.198326,-31,-11.4,0,0,2.12438,2.12438,2012-08-23T00:00:00Z,1970-01-01T11:31:56Z,23
021-613828465,371,21,Department of Transportation,FAAXX603: Traffic Mgmt Advisor-Single Cntr (TMA),449,1,Re-architecture -Design thru Deploy to First Site,2010-04-30T00:00:00Z,2010,2012-10-24T00:00:00Z,2012,908,,,23.55,0,0,1.269,7.5,16.928,15.659,2012-08-23T00:00:00Z,1970-01-01T11:31:57Z,1
021-613828465,371,21,Department of Transportation,FAAXX603: Traffic Mgmt Advisor-Single Cntr (TMA),450,2,Re-architecture - Deploy to 50% of Sites,2010-08-15T00:00:00Z,2010,2013-01-14T00:00:00Z,2013,883,,,4.668,0,0,-0.145,-3.49,4.157,4.302,2012-07-25T00:00:00Z,1970-01-01T14:38:47Z,2
